sense_uid	seq	trad	simp	realized	spans	shows	shows_simp
聲明|声明|sheng1 ming2~1	1	政府發表了一份重要聲明。	政府发表了一份重要声明。	聲明	[[9, 11]]	名	名
聲稱|声称|sheng1 cheng1~1	0	他聲稱自己那天不在家。	他声称自己那天不在家。	聲稱	[[1, 3]]		
聲音|声音|sheng1 yin1~1	0	我聽到外面有奇怪的聲音。	我听到外面有奇怪的声音。	聲音	[[9, 11]]		
職業|职业|zhi2 ye4~1	0	請問您的職業是什麼？	请问您的职业是什么？	職業	[[4, 6]]	名	名
職業|职业|zhi2 ye4~1	1	他十八歲就成了職業歌手。	他十八岁就成了职业歌手。	職業	[[7, 9]]	形	形
聽|听|ting1~1	0	我每天早上聽新聞。	我每天早上听新闻。	聽	[[5, 6]]		
聽|听|ting1~2	0	這孩子很聽媽媽的話。	这孩子很听妈妈的话。	聽	[[4, 5]]		
聽|听|ting1~3	0	弟弟一次喝了兩聽汽水。	弟弟一次喝了两听汽水。	聽	[[7, 8]]		
聽到|听到|ting1 dao4~1	0	我剛才聽到有人在外面說話。	我刚才听到有人在外面说话。	聽到	[[3, 5]]		
肉|肉|rou4~1	0	他不吃肉，只吃青菜。	他不吃肉，只吃青菜。	肉	[[3, 4]]		
肉|肉|rou4~2	0	他這幾年胖了，臉上多了些肉。	他这几年胖了，脸上多了些肉。	肉	[[12, 13]]		
肉|肉|rou4~3	0	這種水果的肉又厚又甜。	这种水果的肉又厚又甜。	肉	[[5, 6]]		
肉|肉|rou4~4	0	這個西瓜有點肉，不好吃。	这个西瓜有点肉，不好吃。	肉	[[6, 7]]		
肉|肉|rou4~5	0	你別這麼肉，快點決定吧。	你别这么肉，快点决定吧。	肉	[[4, 5]]		
股|股|gu3~1	0	這筆錢分成三股，每人拿一份。	这笔钱分成三股，每人拿一份。	股	[[6, 7]]		
股|股|gu3~2	0	這條繩子是用三股細線合成的。	这条绳子是用三股细线合成的。	股	[[7, 8]]		
股|股|gu3~4	0	他調到局裡的人事股工作了。	他调到局里的人事股工作了。	股	[[8, 9]]		
股|股|gu3~5	0	屋裡飄來一股飯菜的香味。	屋里飘来一股饭菜的香味。	股	[[5, 6]]		
股|股|gu3~6	0	山上來了一股土匪。	山上来了一股土匪。	股	[[5, 6]]		
肯|肯|ken3~1	0	他不肯把真相告訴我。	他不肯把真相告诉我。	肯	[[2, 3]]		
肯|肯|ken3~1	1	只要你肯學，一定學得會。	只要你肯学，一定学得会。	肯	[[3, 4]]		
肯定|肯定|ken3 ding4~1	0	我肯定他今天不會來。	我肯定他今天不会来。	肯定	[[1, 3]]	動	动
肯定|肯定|ken3 ding4~1	1	這件事他肯定早就知道了。	这件事他肯定早就知道了。	肯定	[[4, 6]]	副	副
肯定|肯定|ken3 ding4~2	0	老師肯定了他的努力。	老师肯定了他的努力。	肯定	[[2, 4]]		
肯定|肯定|ken3 ding4~3	0	他的回答是肯定的。	他的回答是肯定的。	肯定	[[5, 7]]		
背|背|bei1~1	0	媽媽背著孩子去買菜。	妈妈背着孩子去买菜。	背	[[2, 3]]		
背|背|bei1~2	0	這件事不該由他一個人背。	这件事不该由他一个人背。	背	[[10, 11]]		
背|背|bei4~1	0	他的背被太陽曬得很紅。	他的背被太阳晒得很红。	背	[[2, 3]]		
背|背|bei4~2	0	老師要我們背這首詩。	老师要我们背这首诗。	背	[[5, 6]]		
背|背|bei4~3	0	說完這句話，他就背過身去了。	说完这句话，他就背过身去了。	背	[[8, 9]]		
背|背|bei4~4	0	他背著父母偷偷去打工。	他背着父母偷偷去打工。	背	[[1, 2]]		
背|背|bei4~5	0	我今天真背，什麼事都做不成。	我今天真背，什么事都做不成。	背	[[4, 5]]		
背|背|bei4~6	0	他老了，耳朵有點背。	他老了，耳朵有点背。	背	[[8, 9]]		
背景|背景|bei4 jing3~1	0	這張照片的背景是一片森林。	这张照片的背景是一片森林。	背景	[[5, 7]]		
背景|背景|bei4 jing3~2	0	了解時代背景才能讀懂這篇文章。	了解时代背景才能读懂这篇文章。	背景	[[4, 6]]		
背景|背景|bei4 jing3~3	0	他能進這家公司，是因為有背景。	他能进这家公司，是因为有背景。	背景	[[12, 14]]		
胡|胡|hu2~3	0	我打了三圈才胡一次。	我打了三圈才胡一次。	胡	[[6, 7]]		
能|能|neng2~1	0	他一分鐘能打一百多個字。	他一分钟能打一百多个字。	能	[[4, 5]]		
能|能|neng2~2	0	上課的時候不能吃東西。	上课的时候不能吃东西。	能	[[6, 7]]		
能|能|neng2~3	0	這麼晚了，他還能來嗎？	这么晚了，他还能来吗？	能	[[7, 8]]		
能力|能力|neng2 li4~1	0	他有很強的工作能力。	他有很强的工作能力。	能力	[[7, 9]]		
能夠|能够|neng2 gou4~1	0	希望你能夠早點回來。	希望你能够早点回来。	能夠	[[3, 5]]		
能量|能量|neng2 liang4~1	0	太陽給地球帶來大量的能量。	太阳给地球带来大量的能量。	能量	[[10, 12]]		
能量|能量|neng2 liang4~2	0	他能量很大，什麼事都辦得成。	他能量很大，什么事都办得成。	能量	[[1, 3]]		
脫|脱|tuo1~1	0	他一回家就把外套脫了下來。	他一回家就把外套脱了下来。	脫	[[8, 9]]		
腦|脑|nao3~1	0	醫生說他的腦沒有受傷。	医生说他的脑没有受伤。	腦	[[5, 6]]		
腦|脑|nao3~2	0	遇到問題要自己動腦想辦法。	遇到问题要自己动脑想办法。	腦	[[8, 9]]		
腳|脚|jiao3~1	0	這雙鞋太小，我的腳穿不進去。	这双鞋太小，我的脚穿不进去。	腳	[[8, 9]]		
腳|脚|jiao3~2	0	這張桌子的腳有點鬆。	这张桌子的脚有点松。	腳	[[5, 6]]		
腳|脚|jiao3~3	0	他朝球門踢了一腳。	他朝球门踢了一脚。	腳	[[7, 8]]		
臨時|临时|lin2 shi2~1	0	公司最近請了幾位臨時工人。	公司最近请了几位临时工人。	臨時	[[8, 10]]		
臨時|临时|lin2 shi2~2	0	他臨時決定不去了。	他临时决定不去了。	臨時	[[1, 3]]		
自動|自动|zi4 dong4~1	0	這家店的門是自動的。	这家店的门是自动的。	自動	[[6, 8]]		
自動|自动|zi4 dong4~2	0	他自動留下來幫忙。	他自动留下来帮忙。	自動	[[1, 3]]		
自己|自己|zi4 ji3~1	0	這件事我想自己做，不用別人幫忙。	这件事我想自己做，不用别人帮忙。	自己	[[5, 7]]		
自己|自己|zi4 ji3~1	1	每個人都有自己的生活方式。	每个人都有自己的生活方式。	自己	[[5, 7]]		
自從|自从|zi4 cong2~1	0	自從那天起，我們再也沒有見面。	自从那天起，我们再也没有见面。	自從	[[0, 2]]	時間詞前	时间词前
自從|自从|zi4 cong2~1	1	自從搬到城裡以後，他很少回家。	自从搬到城里以后，他很少回家。	自從	[[0, 2]]	接句子	接句子
自我|自我|zi4 wo3~1	0	請大家先做一下自我介紹。	请大家先做一下自我介绍。	自我	[[7, 9]]		
自我|自我|zi4 wo3~2	0	他不想在別人面前失去自我。	他不想在别人面前失去自我。	自我	[[10, 12]]		
自我|自我|zi4 wo3~3	0	這一派心理學把人分成本我、自我和超我。	这一派心理学把人分成本我、自我和超我。	自我	[[13, 15]]		
自殺|自杀|zi4 sha1~1	0	這部電影談到年輕人自殺的問題。	这部电影谈到年轻人自杀的问题。	自殺	[[9, 11]]		
自然|自然|zi4 ran2~1	0	人類的活動改變了自然。	人类的活动改变了自然。	自然	[[8, 10]]		
自然|自然|zi4 ran2~2	0	她笑起來的樣子很自然。	她笑起来的样子很自然。	自然	[[8, 10]]		
自然|自然|zi4 ran2~3	0	只要多練習，成績自然會提高。	只要多练习，成绩自然会提高。	自然	[[8, 10]]		
自由|自由|zi4 you2~1	0	我們都希望有更多的自由。	我们都希望有更多的自由。	自由	[[9, 11]]	名	名
自由|自由|zi4 you2~1	1	這裡的學生選課很自由。	这里的学生选课很自由。	自由	[[8, 10]]	形	形
至|至|zhi4~1	0	會議從九點至十一點。	会议从九点至十一点。	至	[[5, 6]]	時間範圍	时间范围
至|至|zhi4~1	1	每天要喝六至八杯水。	每天要喝六至八杯水。	至	[[5, 6]]	數量範圍	数量范围
至今|至今|zhi4 jin1~1	0	這件事至今還沒有結果。	这件事至今还没有结果。	至今	[[3, 5]]		
至少|至少|zhi4 shao3~1	0	從這裡走到學校至少要半個小時。	从这里走到学校至少要半个小时。	至少	[[7, 9]]		
至於|至于|zhi4 yu2~1	0	今天的事就這樣，至於明天，我再通知你。	今天的事就这样，至于明天，我再通知你。	至於	[[8, 10]]	引出另一件事	引出另一件事
至於|至于|zhi4 yu2~1	1	至於怎麼解決，大家可以一起討論。	至于怎么解决，大家可以一起讨论。	至於	[[0, 2]]	句首引出問題	句首引出问题
至於|至于|zhi4 yu2~2	0	這件事還不至於那麼嚴重。	这件事还不至于那么严重。	至於	[[5, 7]]		
臺|台|tai2~1	0	他站在臺上唱了一首歌。	他站在台上唱了一首歌。	臺	[[3, 4]]		
臺|台|tai2~4	0	家裡新買了一臺電腦。	家里新买了一台电脑。	臺	[[6, 7]]		
與|与|yu3~1	0	這本書討論語言與文化的關係。	这本书讨论语言与文化的关系。	與	[[7, 8]]		
與|与|yu3~2	0	我們必須與他們合作。	我们必须与他们合作。	與	[[4, 5]]		
興趣|兴趣|xing4 qu4~1	0	他對歷史很有興趣。	他对历史很有兴趣。	興趣	[[6, 8]]		
舉|举|ju3~1	0	他把杯子舉得高高的。	他把杯子举得高高的。	舉	[[4, 5]]		
舉|举|ju3~2	0	請你舉個例子好嗎？	请你举个例子好吗？	舉	[[2, 3]]		
舉行|举行|ju3 xing2~1	0	運動會下星期在學校舉行。	运动会下星期在学校举行。	舉行	[[9, 11]]		
舉辦|举办|ju3 ban4~1	0	學校下個月要舉辦運動會。	学校下个月要举办运动会。	舉辦	[[6, 8]]		
舊|旧|jiu4~1	0	這雙鞋太舊了，該換新的。	这双鞋太旧了，该换新的。	舊	[[4, 5]]		
舊|旧|jiu4~2	0	他們用的還是舊方法。	他们用的还是旧方法。	舊	[[6, 7]]		
舞|舞|wu3~1	0	她跳的這支舞很好看。	她跳的这支舞很好看。	舞	[[5, 6]]		
舞|舞|wu3~2	0	他舞著手裡的旗子，讓大家注意。	他舞着手里的旗子，让大家注意。	舞	[[1, 2]]		
舞臺|舞台|wu3 tai2~1	0	她第一次站上舞臺就不緊張。	她第一次站上舞台就不紧张。	舞臺	[[6, 8]]		
舞臺|舞台|wu3 tai2~2	0	這家公司給了他很大的舞臺。	这家公司给了他很大的舞台。	舞臺	[[10, 12]]		
舞蹈|舞蹈|wu3 dao3~1	0	她從小學習舞蹈，動作很美。	她从小学习舞蹈，动作很美。	舞蹈	[[5, 7]]		
航空|航空|hang2 kong1~1	0	這家航空公司的服務很好。	这家航空公司的服务很好。	航空	[[2, 4]]		
般|般|ban1~2	0	消息像風般傳遍了全校。	消息像风般传遍了全校。	般	[[4, 5]]	像…般＋動詞	像…般＋动词
般|般|ban1~2	1	我們過著夢般的日子。	我们过着梦般的日子。	般	[[5, 6]]	…般的＋名詞	…般的＋名词
船|船|chuan2~1	0	我們坐船去對面的島上。	我们坐船去对面的岛上。	船	[[3, 4]]		
艘|艘|sou1~1	0	港口停著三艘大船。	港口停着三艘大船。	艘	[[5, 6]]		
色|色|shai3~1	0	這兩塊布的色差不多。	这两块布的色差不多。	色	[[5, 6]]		
花園|花园|hua1 yuan2~1	0	孩子們在花園裡玩得很開心。	孩子们在花园里玩得很开心。	花園	[[4, 6]]		
若|若|ruo4~1	0	若有問題，請馬上告訴我。	若有问题，请马上告诉我。	若	[[0, 1]]	假設條件	假设条件
若|若|ruo4~1	1	你若同意，我們明天就開始。	你若同意，我们明天就开始。	若	[[1, 2]]	跟「就」連用	跟「就」连用
若|若|ruo4~1	2	若不是大家幫忙，我一個人做不完。	若不是大家帮忙，我一个人做不完。	若	[[0, 1]]	否定假設	否定假设
英雄|英雄|ying1 xiong2~1	0	他救了三個孩子，成了大家的英雄。	他救了三个孩子，成了大家的英雄。	英雄	[[13, 15]]		
茲|兹|zi1~1	0	茲事體大，不能隨便決定。	兹事体大，不能随便决定。	茲	[[0, 1]]		
茲|兹|zi1~2	0	茲定於下週一上午開會。	兹定于下周一上午开会。	茲	[[0, 1]]		
茶|茶|cha2~1	0	他每天早上都要喝一杯茶。	他每天早上都要喝一杯茶。	茶	[[10, 11]]		
茶|茶|cha2~2	0	這座山上種了很多茶。	这座山上种了很多茶。	茶	[[8, 9]]		
草|草|cao3~1	0	春天一到，山上的草都綠了。	春天一到，山上的草都绿了。	草	[[8, 9]]		
草|草|cao3~2	0	那頂帽子是用草做的。	那顶帽子是用草做的。	草	[[6, 7]]		
草|草|cao3~4	0	你的字寫得太草，我看不清楚。	你的字写得太草，我看不清楚。	草	[[6, 7]]		
莫|莫|mo4~1	0	這件事已經過去，你莫再提了。	这件事已经过去，你莫再提了。	莫	[[9, 10]]		
菜|菜|cai4~1	0	媽媽在市場買了很多菜。	妈妈在市场买了很多菜。	菜	[[9, 10]]		
菜|菜|cai4~2	0	這家店的菜很好吃。	这家店的菜很好吃。	菜	[[4, 5]]		
菜|菜|cai4~3	0	他的技術很菜，常常出錯。	他的技术很菜，常常出错。	菜	[[5, 6]]		
菜|菜|cai4~4	0	那個男生不是我的菜。	那个男生不是我的菜。	菜	[[8, 9]]		
菲|菲|fei1~2	0	這種染料的原料中含有菲。	这种染料的原料中含有菲。	菲	[[10, 11]]		
落|落|la4~1	0	我把手機落在家裡了。	我把手机落在家里了。	落	[[4, 5]]		
落|落|la4~2	0	這句話裡落了一個字。	这句话里落了一个字。	落	[[4, 5]]		
落|落|la4~3	0	他跑得慢，落在最後面。	他跑得慢，落在最后面。	落	[[5, 6]]		
落|落|luo4~1	0	太陽慢慢落到山的後面去了。	太阳慢慢落到山的后面去了。	落	[[4, 5]]		
落|落|luo4~2	0	他跑得太慢，很快就落在後面了。	他跑得太慢，很快就落在后面了。	落	[[9, 10]]		
落|落|luo4~3	0	這個任務最後落在我身上。	这个任务最后落在我身上。	落	[[6, 7]]		
葉|叶|ye4~3	0	人的肝分成左右兩葉。	人的肝分成左右两叶。	葉	[[8, 9]]		
葉|叶|ye4~4	0	湖面上飄著一葉小船。	湖面上飘着一叶小船。	葉	[[6, 7]]		
著|着|zhao1~1	0	下棋的時候，他每一著都想得很久。	下棋的时候，他每一着都想得很久。	著	[[9, 10]]		
著|着|zhao1~2	0	沒想到他還有這一著，大家都很意外。	没想到他还有这一着，大家都很意外。	著	[[8, 9]]		
著|着|zhao1~3	0	著，你說得對，就這麼辦！	着，你说得对，就这么办！	著	[[0, 1]]		
著|着|zhao1~4	0	湯裡再著一點鹽就好了。	汤里再着一点盐就好了。	著	[[3, 4]]		
著|着|zhao2~1	0	我找了半天，終於找著了鑰匙。	我找了半天，终于找着了钥匙。	著	[[9, 10]]		
著|着|zhao2~3	0	這種紙很容易著，要小心。	这种纸很容易着，要小心。	著	[[6, 7]]		
著|着|zhao2~4	0	東西放得太高，我夠不著。	东西放得太高，我够不着。	著	[[10, 11]]		
著|着|zhao2~5	0	孩子在車上很快就著了。	孩子在车上很快就着了。	著	[[8, 9]]		
著|着|zhe5~1	0	我們正說著話，老師進來了。	我们正说着话，老师进来了。	著	[[4, 5]]	動作進行	动作进行
著|着|zhe5~1	1	他出去的時候，門還開著。	他出去的时候，门还开着。	著	[[10, 11]]	狀態持續	状态持续
著|着|zhe5~1	2	她笑著回答了我的問題。	她笑着回答了我的问题。	著	[[2, 3]]	伴隨動作	伴随动作
著名|著名|zhu4 ming2~1	0	他是一位著名的畫家。	他是一位著名的画家。	著名	[[4, 6]]		
蒂|蒂|di4~1	0	吃番茄以前要先把蒂去掉。	吃番茄以前要先把蒂去掉。	蒂	[[8, 9]]		
蒙|蒙|meng1~1	0	這個問題把我問蒙了。	这个问题把我问蒙了。	蒙	[[7, 8]]		
蒙|蒙|meng2~1	0	她用手蒙住了眼睛。	她用手蒙住了眼睛。	蒙	[[3, 4]]		
蒙|蒙|meng2~2	0	你這樣說是想蒙我嗎？	你这样说是想蒙我吗？	蒙	[[6, 7]]		
蓋|盖|gai4~1	0	天冷了，記得蓋好被子。	天冷了，记得盖好被子。	蓋	[[6, 7]]		
蓋|盖|gai4~3	0	他們在村子裡蓋了新房子。	他们在村子里盖了新房子。	蓋	[[6, 7]]		
藍|蓝|lan2~1	0	這件衣服是藍的，很好看。	这件衣服是蓝的，很好看。	藍	[[5, 6]]		
藍色|蓝色|lan2 se4~1	0	她今天穿了一件藍色的外套。	她今天穿了一件蓝色的外套。	藍色	[[7, 9]]	形	形
藍色|蓝色|lan2 se4~1	1	藍色讓人覺得安靜。	蓝色让人觉得安静。	藍色	[[0, 2]]	名	名
藏|藏|cang2~1	0	他把錢藏在書裡，誰也沒發現。	他把钱藏在书里，谁也没发现。	藏	[[3, 4]]		
藏|藏|cang2~2	0	這座圖書館藏了不少古書。	这座图书馆藏了不少古书。	藏	[[5, 6]]		
藝術|艺术|yi4 shu4~1	0	他從小就對藝術很有興趣。	他从小就对艺术很有兴趣。	藝術	[[5, 7]]		
藝術家|艺术家|yi4 shu4 jia1~1	0	這位藝術家的作品在世界上很有名。	这位艺术家的作品在世界上很有名。	藝術家	[[2, 5]]		
藥|药|yao4~1	0	醫生開的藥要按時吃完。	医生开的药要按时吃完。	藥	[[4, 5]]		
藥|药|yao4~3	0	這種水會把魚藥死。	这种水会把鱼药死。	藥	[[6, 7]]		
藥物|药物|yao4 wu4~1	0	醫生給他開了幾種藥物。	医生给他开了几种药物。	藥物	[[8, 10]]		
蘋果|苹果|ping2 guo3~1	0	我每天早上吃一個蘋果。	我每天早上吃一个苹果。	蘋果	[[8, 10]]		
處|处|chu3~2	0	跟他處久了，就知道他是好人。	跟他处久了，就知道他是好人。	處	[[2, 3]]		
處|处|chu4~4	0	他的手上有兩處傷口。	他的手上有两处伤口。	處	[[6, 7]]		
處於|处于|chu3 yu2~1	0	這家公司目前處於困難時期。	这家公司目前处于困难时期。	處於	[[6, 8]]		
處理|处理|chu3 li3~1	0	這件事你打算怎麼處理？	这件事你打算怎么处理？	處理	[[8, 10]]		
處理|处理|chu3 li3~2	0	工廠會把用過的水處理好再放出去。	工厂会把用过的水处理好再放出去。	處理	[[8, 10]]		
處理|处理|chu3 li3~3	0	學校已經處理了這幾個學生。	学校已经处理了这几个学生。	處理	[[4, 6]]		
處理|处理|chu3 li3~4	0	那家商店正在處理過季的衣服。	那家商店正在处理过季的衣服。	處理	[[6, 8]]		
號|号|hao4~1	0	我的生日是十月十二號。	我的生日是十月十二号。	號	[[9, 10]]		
號|号|hao4~2	0	我住在十二號房間。	我住在十二号房间。	號	[[5, 6]]		
血|血|xue4~1	0	他的手上流了很多血。	他的手上流了很多血。	血	[[8, 9]]		
行動|行动|xing2 dong4~1	0	這次行動非常成功。	这次行动非常成功。	行動	[[2, 4]]	名	名
行動|行动|xing2 dong4~1	1	大家決定馬上行動。	大家决定马上行动。	行動	[[6, 8]]	動	动
行動|行动|xing2 dong4~2	0	他的腿受了傷，行動很不方便。	他的腿受了伤，行动很不方便。	行動	[[7, 9]]		
行為|行为|xing2 wei2~1	0	他的行為讓大家很生氣。	他的行为让大家很生气。	行為	[[2, 4]]		
街|街|jie1~1	0	這條街上有很多小吃店。	这条街上有很多小吃店。	街	[[2, 3]]		
街道|街道|jie1 dao4~1	0	晚上這條街道很熱鬧。	晚上这条街道很热闹。	街道	[[4, 6]]		
街道|街道|jie1 dao4~2	0	這件事可以找街道解決。	这件事可以找街道解决。	街道	[[6, 8]]		
衛星|卫星|wei4 xing1~1	0	這顆衛星每天傳回大量照片。	这颗卫星每天传回大量照片。	衛星	[[2, 4]]		
衛星|卫星|wei4 xing1~2	0	月亮是地球的衛星，一直繞著地球轉。	月亮是地球的卫星，一直绕着地球转。	衛星	[[6, 8]]		
衝|冲|chong1~1	0	孩子們一下課就衝出教室。	孩子们一下课就冲出教室。	衝	[[7, 8]]		
衝|冲|chong4~1	0	他脾氣不好，說起話來特別衝。	他脾气不好，说起话来特别冲。	衝	[[12, 13]]		
衝|冲|chong4~1	1	這條河的水流很衝。	这条河的水流很冲。	衝	[[7, 8]]		
衝|冲|chong4~2	0	這種藥的氣味太衝了。	这种药的气味太冲了。	衝	[[7, 8]]		
衝|冲|chong4~3	0	大家都衝著門口看。	大家都冲着门口看。	衝	[[3, 4]]	衝著某個方向	冲着某个方向
衝|冲|chong4~3	1	他一進門就衝我點了點頭。	他一进门就冲我点了点头。	衝	[[5, 6]]	衝某人	冲某人
衝|冲|chong4~4	0	衝他這句話，我也要幫忙。	冲他这句话，我也要帮忙。	衝	[[0, 1]]	引出理由	引出理由
衝突|冲突|chong1 tu1~1	0	他們為了停車位衝突了幾次。	他们为了停车位冲突了几次。	衝突	[[7, 9]]	動	动
衝突|冲突|chong1 tu1~1	1	這場衝突造成不少人受傷。	这场冲突造成不少人受伤。	衝突	[[2, 4]]	名	名
衝突|冲突|chong1 tu1~2	0	開會的時間和我的課衝突了。	开会的时间和我的课冲突了。	衝突	[[9, 11]]		
表|表|biao3~1	0	請你把這張表填好交給我。	请你把这张表填好交给我。	表	[[5, 6]]		
表明|表明|biao3 ming2~1	0	這件事表明他早就知道了。	这件事表明他早就知道了。	表明	[[3, 5]]		
表演|表演|biao3 yan3~1	0	他在晚會上表演了一個魔術。	他在晚会上表演了一个魔术。	表演	[[5, 7]]	動	动
表演|表演|biao3 yan3~1	1	這場表演讓觀眾非常感動。	这场表演让观众非常感动。	表演	[[2, 4]]	名	名
表現|表现|biao3 xian4~1	0	這部電影表現了戰爭的可怕。	这部电影表现了战争的可怕。	表現	[[4, 6]]	動	动
表現|表现|biao3 xian4~1	1	生氣是一種正常的感情表現。	生气是一种正常的感情表现。	表現	[[10, 12]]	名	名
表現|表现|biao3 xian4~2	0	他這學期在學校的表現很好。	他这学期在学校的表现很好。	表現	[[8, 10]]		
表示|表示|biao3 shi4~1	0	他向大家表示感謝。	他向大家表示感谢。	表示	[[4, 6]]	動	动
表示|表示|biao3 shi4~1	1	對方一直沒有任何表示。	对方一直没有任何表示。	表示	[[8, 10]]	名	名
表示|表示|biao3 shi4~2	0	紅燈表示不能通過。	红灯表示不能通过。	表示	[[2, 4]]		
表達|表达|biao3 da2~1	0	他不太會表達自己的感情。	他不太会表达自己的感情。	表達	[[4, 6]]		
表面|表面|biao3 mian4~1	0	這張桌子的表面很光滑。	这张桌子的表面很光滑。	表面	[[5, 7]]		
表面|表面|biao3 mian4~2	0	他表面上很平靜，心裡卻很難過。	他表面上很平静，心里却很难过。	表面	[[1, 3]]		
被|被|bei4~1	0	我的蛋糕被弟弟吃掉了。	我的蛋糕被弟弟吃掉了。	被	[[4, 5]]	介	介
被|被|bei4~1	1	這個問題很快就被解決了。	这个问题很快就被解决了。	被	[[7, 8]]	助	助
被|被|bei4~3	0	他根本沒同意，就被自願了。	他根本没同意，就被自愿了。	被	[[8, 9]]	不是自願	不是自愿
被|被|bei4~3	1	學校說我們都找到了工作，同學笑說這是被就業。	学校说我们都找到了工作，同学笑说这是被就业。	被	[[18, 19]]	不是事實	不是事实
被捕|被捕|bei4 bu3~1	0	那兩個人昨天在機場被捕。	那两个人昨天在机场被捕。	被捕	[[9, 11]]		
裝|装|zhuang1~1	0	我把書都裝進了箱子裡。	我把书都装进了箱子里。	裝	[[4, 5]]		
裝|装|zhuang1~2	0	他家昨天裝了新電話。	他家昨天装了新电话。	裝	[[4, 5]]		
裝|装|zhuang1~3	0	別裝了，我早就知道這件事。	别装了，我早就知道这件事。	裝	[[1, 2]]		
裝置|装置|zhuang1 zhi4~1	0	門上新裝了一個安全裝置。	门上新装了一个安全装置。	裝置	[[9, 11]]		
裝置|装置|zhuang1 zhi4~2	0	這批設備已經裝置完成。	这批设备已经装置完成。	裝置	[[6, 8]]		
裡|里|li3~1	0	他把鑰匙放在口袋裡。	他把钥匙放在口袋里。	裡	[[8, 9]]		
裡面|里面|li3 mian4~1	0	他把鑰匙放在包裡面了。	他把钥匙放在包里面了。	裡面	[[7, 9]]		
製作|制作|zhi4 zuo4~1	0	這個節目是他們公司製作的。	这个节目是他们公司制作的。	製作	[[9, 11]]		
製造|制造|zhi4 zao4~1	0	這家公司製造各種汽車。	这家公司制造各种汽车。	製造	[[4, 6]]		
製造|制造|zhi4 zao4~2	0	他到處說話，製造了不少麻煩。	他到处说话，制造了不少麻烦。	製造	[[6, 8]]		
複雜|复杂|fu4 za2~1	0	這個問題比我想的還要複雜。	这个问题比我想的还要复杂。	複雜	[[10, 12]]		
襲擊|袭击|xi2 ji1~1	0	敵人在夜裡襲擊了這座城市。	敌人在夜里袭击了这座城市。	襲擊	[[5, 7]]	動	动
襲擊|袭击|xi2 ji1~1	1	這次襲擊造成很多人受傷。	这次袭击造成很多人受伤。	襲擊	[[2, 4]]	名	名
西|西|xi1~1	0	往西走五分鐘就到公園了。	往西走五分钟就到公园了。	西	[[1, 2]]		
西部|西部|xi1 bu4~1	0	這個省的西部多是高山。	这个省的西部多是高山。	西部	[[4, 6]]		
要|要|yao4~1	0	天氣太熱，我要一杯冰水。	天气太热，我要一杯冰水。	要	[[6, 7]]		
要|要|yao4~2	0	電影要開始了，我們快進去吧。	电影要开始了，我们快进去吧。	要	[[2, 3]]		
要|要|yao4~3	0	開車的時候要特別小心。	开车的时候要特别小心。	要	[[5, 6]]		
要|要|yao4~5	0	你要有問題，就來問我。	你要有问题，就来问我。	要	[[1, 2]]	假設	假设
要求|要求|yao1 qiu2~1	0	老師要求我們每天讀書。	老师要求我们每天读书。	要求	[[2, 4]]	動	动
要求|要求|yao1 qiu2~1	1	這份工作的要求很高。	这份工作的要求很高。	要求	[[5, 7]]	名	名
見|见|jian4~6	0	我從來沒見過這麼大的雨。	我从来没见过这么大的雨。	見	[[4, 5]]		
見|见|jian4~7	0	明天我要去見一位老朋友。	明天我要去见一位老朋友。	見	[[5, 6]]		
見到|见到|jian4 dao4~1	0	我昨天在路上見到你哥哥了。	我昨天在路上见到你哥哥了。	見到	[[6, 8]]		
規則|规则|gui1 ze2~1	0	參加比賽要先了解規則。	参加比赛要先了解规则。	規則	[[8, 10]]		
規則|规则|gui1 ze2~2	0	他每天的生活很不規則。	他每天的生活很不规则。	規則	[[8, 10]]		
規定|规定|gui1 ding4~1	0	學校規定學生不能帶手機進教室。	学校规定学生不能带手机进教室。	規定	[[2, 4]]	動	动
規定|规定|gui1 ding4~1	1	公司有規定，上班不能遲到。	公司有规定，上班不能迟到。	規定	[[3, 5]]	名	名
親|亲|qin1~3	0	這孩子跟奶奶最親。	这孩子跟奶奶最亲。	親	[[7, 8]]		
親|亲|qin1~4	0	她低頭親了孩子的臉。	她低头亲了孩子的脸。	親	[[3, 4]]		
親|亲|qin1~7	0	親，這件衣服還有別的顏色嗎？	亲，这件衣服还有别的颜色吗？	親	[[0, 1]]		
親自|亲自|qin1 zi4~1	0	校長親自到車站接他們。	校长亲自到车站接他们。	親自	[[2, 4]]		
覺|觉|jiao4~1	0	他中午睡了一覺，下午精神很好。	他中午睡了一觉，下午精神很好。	覺	[[6, 7]]		
覺得|觉得|jue2 de5~1	0	我覺得這個辦法比較好。	我觉得这个办法比较好。	覺得	[[1, 3]]		
覺得|觉得|jue2 de5~2	0	走了一天，我覺得有點累。	走了一天，我觉得有点累。	覺得	[[6, 8]]		
觀察|观察|guan1 cha2~1	0	醫生正在觀察病人的反應。	医生正在观察病人的反应。	觀察	[[4, 6]]		
觀眾|观众|guan1 zhong4~1	0	臺下的觀眾都站起來鼓掌。	台下的观众都站起来鼓掌。	觀眾	[[3, 5]]		
觀點|观点|guan1 dian3~1	0	我不同意他對這件事的觀點。	我不同意他对这件事的观点。	觀點	[[10, 12]]		
